collectionDate,specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,collectionInstitution,CtepStudyID,SpecimenCount
2012-08-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Texas Southwestern Medical Center,AALL0932,4
2014-03-14,Tissue Slide,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,ABTR01B1,20
2013-03-06,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Miller Children's and Women's Hospital Long Beach,ACNS0831,2
2001-03-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,The Childrens Mercy Hospital,CCG-1991,4
2006-12-31,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital Medical Center of Akron,AREN03B2,4
2010-06-08,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Saint Vincent Hospital and Health Services,AOST0331,32
2011-04-19,Tissue,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,D9902,2
2010-01-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Lurie Children's Hospital-Chicago,AALL0331,1
2011-02-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Washington University School of Medicine,AREN03B2,5
2011-09-30,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Cook Children's Medical Center,AEWS07B1,1
2003-06-26,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Providence Sacred Heart Medical Center and Children's Hospital,A3973,24
2013-12-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Saskatoon Cancer Centre,AALL08B1,18
2014-06-02,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Methodist Children's Hospital of South Texas,ACNS02B3,12
2012-10-16,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Cancer Centre of Southeastern Ontario at Kingston General Hospital,AALL08B1,1
2007-02-18,RNA,Frozen,Not Specified,Not Specified,Pre-Therapy,University of Florida,AALL0232,1
2006-03-02,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Centre Hospitalier Universitaire Sainte-Justine,ACNS02B3,1
2012-09-06,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Memorial University Medical Center,AALL08B1,2
2008-09-17,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AREN03B2,1
2011-01-03,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Miami Children's Hospital,AREN03B2,4
2013-07-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Broward Health Medical Center,AALL08B1,2
2010-03-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Novant Health Presbyterian Medical Center,AALL0232,5
2014-03-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's National Medical Center,AREN03B2,5
2011-07-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Hurley Medical Center,AALL0434,20
1999-09-27,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,IWK Health Centre,AE22,2
2013-12-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Palmetto Health Richland,AALL0932,11
2011-10-26,Cell Slide,Fixed-Other,Bone Marrow,Not Specified,Pre-Therapy,Hackensack University Medical Center,AAML1031,1
2013-12-24,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Seattle Children's Hospital,AALL08B1,1
2010-03-18,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Nemours Children's Clinic-Jacksonville,AALL0331,1
2009-07-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Children's Hospital of Alabama,AALL03B1,1
2014-06-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Vermont College of Medicine,AALL08B1,2
2012-05-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Oklahoma Health Sciences Center,AALL08B1,2
2005-09-09,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital of Philadelphia,AALL03B1,1
2006-10-24,Tissue,Fixed-Formalin,Brain,Malignant,Pre-Therapy,Hackensack University Medical Center,ACNS02B3,1
2008-01-23,Whole Bone Marrow,Fixed-Formalin,Bone Marrow,Not Specified,Other/Not Specified,Hurley Medical Center,AAML0531,4
2014-08-06,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Marshfield Clinic,AREN03B2,1
2013-06-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Dartmouth Hitchcock Medical Center,AALL1131,19
2009-01-30,Tissue,Frozen,Other,Malignant,Pre-Therapy,Advocate Children's Hospital-Oak Lawn,ANBL00B1,4
2013-05-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,UMDNJ - Robert Wood Johnson University Hospital,AALL08B1,2
2013-07-13,Tissue Slide,None,Not Specified,Metastatic,Pre-Therapy,BI-LO Charities Children's Cancer Center,ANBL00B1,1
2013-09-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Carolinas Medical Center,AALL1131,1
2008-12-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Illinois,AOST0331,34
2008-10-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Phoenix Childrens Hospital,AALL0232,5
2012-12-26,Serum,Frozen,Blood,Not Specified,On Therapy,Memorial University Medical Center,D9902,3
2007-09-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Nemours Children's Hospital,AALL03B1,1
2005-04-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Hackensack University Medical Center,AALL03B1,1
2007-10-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Natalie Warren Bryant Cancer Center at Saint Francis,AALL0232,1
2014-07-25,Plasma,Frozen,Blood,Not Specified,Post-Therapy,Alfred I duPont Hospital for Children,AALL08B1,2
2012-12-18,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital and Medical Center of Omaha,AREN03B2,1
2004-08-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,C S Mott Children's Hospital,AHOD0031,33
2012-11-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,The Montreal Children's Hospital of the MUHC,AALL0434,1
2011-05-26,Tissue,Fixed-Formalin,Not Specified,Non-Malignant,On Therapy,The University of Arizona Medical Center-University Campus,AREN03B2,1
2008-09-11,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Memorial Sloan-Kettering Cancer Center,ARST0331,2
2008-12-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Carilion Clinic Children's Hospital,AALL0232,1
2008-01-17,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Swiss Pediatric Oncology Group - Geneva,ANBL00B1,22
2009-12-11,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Vanderbilt-Ingram Cancer Center,AREN03B2,2
2013-10-22,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Lady Cilento Children's Hospital,AREN03B2,1
2003-08-27,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital and Medical Center of Omaha,CCG-B947,1
2013-05-10,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,ANBL0032,1
1996-10-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,CCG-1941,1
2014-04-03,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,AHOD04B1,7
2012-04-18,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,University of Virginia,AREN03B2,1
2013-06-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Rochester,AALL0932,1
2010-10-27,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Dana-Farber Cancer Institute,ARST0531,1
1996-12-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Bronson Methodist Hospital,CCG-B942,1
2004-03-05,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,University of Iowa/Holden Comprehensive Cancer Center,CCG-B947,10
2009-04-29,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Saskatoon Cancer Centre,ANBL00B1,6
2008-06-05,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Vanderbilt-Ingram Cancer Center,P9851,4
2006-02-06,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Baylor College of Medicine,ANBL00B1,7
2007-10-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Newark Beth Israel Medical Center,AALL0331,1
2014-07-31,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital Colorado,ABTR01B1,2
2014-10-31,Serum,Frozen,Blood,Not Specified,On Therapy,Midwest Children's Cancer Center,AHOD04B1,2
2002-02-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,University of Iowa/Holden Comprehensive Cancer Center,D9902,1
2014-10-13,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Lucile Packard Children's Hospital Stanford University,AALL08B1,2
2008-07-18,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Children's Hospital Los Angeles,ACNS02B3,1
2008-10-01,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,ANBL0532,1
2006-01-13,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Michigan State University Clinical Center,AALL0232,1
2011-03-18,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,AHOD04B1,2
2012-12-27,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Children's Hospital Los Angeles,ACNS0333,1
2012-01-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Mississippi Medical Center,AALL0932,8
2014-09-26,DNA,Frozen,Not Specified,Not Specified,On Therapy,The Toledo Hospital/Toledo Children's Hospital,AALL08B1,1
2011-04-08,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Lucile Packard Children's Hospital Stanford University,AREN03B2,5
2009-12-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Nemours Children's Clinic-Jacksonville,AALL03B1,20
2008-04-21,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Kapiolani Medical Center for Women and Children,AHOD04B1,10
2008-03-24,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Princess Margaret Hospital for Children,AALL0434,1
1997-11-13,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,University of Chicago Comprehensive Cancer Center,CCG-B944,1
2011-09-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Lurie Children's Hospital-Chicago,AALL08B1,3
2004-06-18,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,AALL0232,1
2014-06-19,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Minnesota Medical Center-Fairview,AEWS07B1,22
2003-11-04,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Seattle Children's Hospital,P9851,10
2002-10-04,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,New York Medical College,A3973,1
2009-09-24,Whole Bone Marrow,Fixed-Formalin,Bone Marrow,Not Specified,Other/Not Specified,Cleveland Clinic Foundation,ANBL0032,15
2014-08-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital and Research Center at Oakland,ABTR01B1,10
2007-03-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Hospital for Sick Children,AALL0331,2
2005-11-19,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Mount Sinai Medical Center,AALL03B1,1
2014-12-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Medical City Dallas Hospital,AALL1131,2
1999-11-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Newark Beth Israel Medical Center,CCG-1961,1
2013-01-16,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Johns Hopkins University/Sidney Kimmel Cancer Center,AREN03B2,4
2005-12-15,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's National Medical Center,AALL0331,1
2011-09-16,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Washington University School of Medicine,AREN03B2,2
2012-08-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital Medical Center of Akron,AALL0434,11
2014-07-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Rochester,AALL1131,1
2008-05-21,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,The University of Arizona Medical Center-University Campus,AHOD03P1,12
2009-07-15,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,New York Medical College,AALL0331,1
2000-07-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,British Columbia Children's Hospital,D9902,2
2011-08-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's National Medical Center,AALL0932,7
2008-02-06,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,City of Hope Comprehensive Cancer Center,AOST0331,26
2006-07-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Lurie Children's Hospital-Chicago,AALL0331,1
2013-07-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Helen DeVos Children's Hospital at Spectrum Health,AALL08B1,1
2011-06-07,Tissue Slide,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,Children's Hospital of Eastern Ontario,AREN03B2,1
2015-04-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Kentucky/Markey Cancer Center,AALL1131,1
2010-06-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Oregon Health and Science University,AALL03B1,2
2012-04-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Lady Cilento Children's Hospital,AALL08B1,1
2009-08-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Morristown Memorial Hospital,AALL03B1,5
2013-09-10,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Cincinnati Children's Hospital Medical Center,AREN03B2,2
2008-04-30,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Winthrop University Hospital,AALL03B1,8
2001-06-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,A5971,2
2007-07-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Medical University of South Carolina,AALL03B1,5
2009-07-14,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Miller Children's and Women's Hospital Long Beach,AALL0331,1
2012-10-11,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Florida Hospital Orlando,AREN03B2,1
2012-09-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,C S Mott Children's Hospital,AALL0932,1
2010-05-04,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Nemours Children's Clinic-Jacksonville,AALL03B1,9
2006-11-03,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,Children's National Medical Center,AREN03B2,2
2014-03-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,The Childrens Mercy Hospital,ACNS02B3,3
2010-01-04,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Nemours Children's Clinic-Jacksonville,AOST06B1,1
2006-01-18,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Wayne State University/Karmanos Cancer Institute,AALL0331,1
2011-07-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Royal Children's Hospital,AALL0932,1
2007-09-11,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Kaiser Permanente-Oakland,AHOD0031,14
2012-07-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Chicago Comprehensive Cancer Center,AALL08B1,1
2008-04-18,***,***,Bone Marrow,***,Pre-Therapy,UCSF Medical Center-Mission Bay,AALL03B1,1
2014-04-03,Plasma,Frozen,Blood,Not Specified,Pre-Therapy,University of Minnesota Medical Center-Fairview,AOST06B1,5
1995-11-17,Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,Childrens Hospital of Orange County,CCG-B947,1
2002-06-22,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Cleveland Clinic Foundation,CCG-B947,1
2002-10-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Centre Hospitalier Universitaire de Quebec,P9934,2
2012-05-18,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Specialty Center of Nevada II,AALL0932,1
2014-08-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Iowa/Holden Comprehensive Cancer Center,AALL08B1,2
2008-05-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Nemours Children's Clinic-Jacksonville,AALL0434,2
2007-11-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Kosair Children's Hospital,AALL03B1,1
2011-07-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Baylor College of Medicine,D9902,9
2011-12-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Phoenix Childrens Hospital,AALL0932,3
2013-12-06,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Healthcare of Atlanta - Egleston,AALL08B1,2
2013-03-03,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Schneider Children's Medical Center of Israel,AREN03B2,2
2013-06-10,DNA,Frozen,Not Specified,Not Specified,On Therapy,University of Florida,AALL08B1,2
1999-06-02,Tissue Slide,Fixed-Formalin,Bone Marrow,Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,CCG-5961,1
2012-02-10,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Providence Sacred Heart Medical Center and Children's Hospital,AALL08B1,2
2010-07-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Minnesota Medical Center-Fairview,AALL03B1,8
2012-11-23,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Rady Children's Hospital - San Diego,AALL1131,20
1997-10-30,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,CCG-B947,1
2004-09-16,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's National Medical Center,AGCT0132,43
2014-01-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Arkansas Children's Hospital,AALL08B1,1
2008-03-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Alabama,D9902,21
2013-06-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Broward Health Medical Center,AALL0932,3
2015-04-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Healthcare of Atlanta - Egleston,AALL08B1,3
2009-07-16,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Chicago Comprehensive Cancer Center,ANBL00B1,1
2007-12-27,***,***,Bone Marrow,***,Pre-Therapy,Methodist Children's Hospital of South Texas,AALL03B1,1
2010-04-23,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Duke University Medical Center,AALL03B1,1
2009-11-25,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,ANBL00B1,1
2002-01-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,University of North Carolina at Chapel Hill,CCG-B947,1
2007-12-03,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Hackensack University Medical Center,AALL03B1,1
2011-11-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Rady Children's Hospital - San Diego,AALL05B1,3
2008-06-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Texas Southwestern Medical Center,ANBL00B1,13
2011-01-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Carolinas Medical Center,ARST0921,1
2003-12-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Colorado,AALL0031,1
2013-04-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Saint Vincent Hospital,AALL0932,1
2008-12-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Washington University School of Medicine,AALL0232,3
2009-07-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,IWK Health Centre,AALL0434,1
2008-01-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Dell Children's Medical Center of Central Texas,AHOD04B1,1
2006-06-02,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Vanderbilt-Ingram Cancer Center,AALL0232,1
2001-04-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Children's Hospital Los Angeles,D9902,2
2007-05-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,T C Thompson Children's Hospital,AALL0331,18
2014-08-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Vermont College of Medicine,AALL0932,1
