specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,CtepStudyID,CollectionProtocolStatus,ProtocolCategory,SpecimenCount
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AAML0122,Complete,Acute Myeloid Leukemia,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AAML03P1,Complete,Acute Myeloid Leukemia,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AAML0523,Complete,Acute Myeloid Leukemia,14
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AAML0531,Complete,Acute Myeloid Leukemia,98
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AAML1031,Active,Acute Myeloid Leukemia,59
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AB9804,Closed To Accrual,Ewing Sarcoma,92
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ABTR01B1,Active,Biopathology and Translational Research,625
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ABTR04B1,Active,Biopathology and Translational Research,76
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ABTR06C1,Complete,Biopathology and Translational Research,14
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACCL1131,Active,Cancer Control,265
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0121,Complete,Central Nervous System Tumors,275
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0122,Complete,Central Nervous System Tumors,4
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0126,Complete,Central Nervous System Tumors,10
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0221,Closed To Accrual And Intervention,Central Nervous System Tumors,5
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0223,Complete,Central Nervous System Tumors,51
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS02B3,Active,Central Nervous System Tumors,983
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0331,Active,Central Nervous System Tumors,16
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0332,Temporarily Closed To Accrual,Central Nervous System Tumors,9
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0333,Temporarily Closed To Accrual,Central Nervous System Tumors,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0334,In Review,Central Nervous System Tumors,27
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0423,Complete,Central Nervous System Tumors,32
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0621,Complete,Central Nervous System Tumors,7
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS0831,Active,Central Nervous System Tumors,21
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ACNS1021,Closed To Accrual And Intervention,Central Nervous System Tumors,3
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ADVL0122,Closed To Accrual,Experimental Therapeutics,4
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ADVL0813,Complete,Experimental Therapeutics,10
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ADVL0821,Complete,Experimental Therapeutics,29
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ADVL1121,Complete,Experimental Therapeutics,8
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ADVL1221,Closed To Accrual And Intervention,Experimental Therapeutics,4
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AE22,Complete,Epidemiology,6
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AEPI05N1,Closed To Accrual,Epidemiology,11
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AEWS0031,Complete,Ewing Sarcoma,33
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AEWS02B1,Complete,Ewing Sarcoma,194
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AEWS02P1,Complete,Ewing Sarcoma,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AEWS0331,Closed To Accrual,Ewing Sarcoma,41
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AEWS07B1,Active,Ewing Sarcoma,259
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AEWS1031,Active,Ewing Sarcoma,24
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AGCT0132,Complete,Germ Cell Tumor,24
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AGCT01P1,Complete,Germ Cell Tumor,9
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AGCT0521,Complete,Germ Cell Tumor,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AHOD0031,Complete,Hodgkin Disease,10701
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AHOD00P1,Complete,Hodgkin Disease,22
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AHOD0321,Complete,Hodgkin Disease,54
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AHOD03P1,Closed To Accrual And Intervention,Hodgkin Disease,803
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AHOD0431,Complete,Hodgkin Disease,638
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AHOD04B1,Closed To Accrual,Hodgkin Disease,4583
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AHOD0521,Complete,Hodgkin Disease,104
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANBL0032,Active,Neuroblastoma,28
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANBL00B1,Active,Neuroblastoma,350
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANBL0321,Complete,Neuroblastoma,16
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANBL0421,Complete,Neuroblastoma,65
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,4
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANBL1021,Complete,Neuroblastoma,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANHL0121,Administratively Complete,Non-Hodgkin Lymphoma,11
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANHL0131,Complete,Non-Hodgkin Lymphoma,66
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANHL01P1,Complete,Non-Hodgkin Lymphoma,4
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANHL0221,Complete,Non-Hodgkin Lymphoma,26
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ANHL04B1,Active,Non-Hodgkin Lymphoma,55
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AOST0121,Complete,Osteosarcoma,13
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AOST0221,Complete,Osteosarcoma,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AOST0331,Closed To Accrual And Intervention,Osteosarcoma,208
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AOST06B1,Active,Osteosarcoma,305
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AOST06P1,Complete,Osteosarcoma,12
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARAR0331,Closed To Accrual And Intervention,Rare Tumors,45
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARAR0332,Closed To Accrual,Rare Tumors,3
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,AREN03B2,Active,Renal Tumors,2612
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARET0321,Temporarily Closed To Accrual,Retinoblastoma,3
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARET0332,Complete,Retinoblastoma,42
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARST0321,Complete,Soft Tissue Sarcoma,5
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARST0331,Complete,Soft Tissue Sarcoma,212
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARST0332,Complete,Soft Tissue Sarcoma,186
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARST03P1,Administratively Complete,Soft Tissue Sarcoma,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARST0431,Complete,Soft Tissue Sarcoma,64
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARST0531,Complete,Soft Tissue Sarcoma,198
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARST08P1,Complete,Soft Tissue Sarcoma,15
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,19
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ASCT0431,Complete,Stem Cell Transplantation,92
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ASCT0631,Complete,Stem Cell Transplantation,33
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,ASCT1221,Active,Stem Cell Transplantation,57
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,C9710,Complete,Unknown/Unspecified,3
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-0903,Complete,Experimental Therapeutics,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-0904,Complete,Experimental Therapeutics,35
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-0916,Complete,Acute Lymphoblastic Leukemia,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-0917,Complete,Experimental Therapeutics,19
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-0922,Complete,Unknown/Unspecified,5
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-104,Complete,Acute Lymphoblastic Leukemia,3
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-105,Complete,Acute Lymphoblastic Leukemia,7
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-123,Complete,Acute Lymphoblastic Leukemia,65
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-134P,Complete,Acute Lymphoblastic Leukemia,273
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-139,Complete,Acute Lymphoblastic Leukemia,18
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-144,Complete,Acute Lymphoblastic Leukemia,9
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1881,Complete,Acute Lymphoblastic Leukemia,9
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1882,Complete,Acute Lymphoblastic Leukemia,268
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1883,Complete,Acute Lymphoblastic Leukemia,35
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1891,Complete,Acute Lymphoblastic Leukemia,24
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1901,Complete,Acute Lymphoblastic Leukemia,206
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-191P,Complete,Acute Lymphoblastic Leukemia,47
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1921,Complete,Acute Lymphoblastic Leukemia,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1922,Complete,Unknown/Unspecified,12
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1941,Complete,Acute Lymphoblastic Leukemia,22
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1951,Complete,Acute Lymphoblastic Leukemia,12
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1952,Complete,Acute Lymphoblastic Leukemia,22
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1953,Complete,Acute Lymphoblastic Leukemia,34
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1961,Complete,Acute Lymphoblastic Leukemia,674
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1962,Complete,Acute Lymphoblastic Leukemia,3
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-1991,Complete,Acute Lymphoblastic Leukemia,144
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-213,Complete,Acute Myeloid Leukemia,14
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-2891,Complete,Acute Myeloid Leukemia,18
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-2961,Complete,Acute Myeloid Leukemia,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-3891,Complete,Neuroblastoma,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-4921,Administratively Complete,Renal Tumors,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-5941,Complete,Non-Hodgkin Lymphoma,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-5942,Complete,Hodgkin Disease,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-5961,Complete,Non-Hodgkin Lymphoma,6
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-903,Complete,Unknown/Unspecified,4
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-9921,Complete,Central Nervous System Tumors,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-9942,Complete,Central Nervous System Tumors,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-99701,Complete,Central Nervous System Tumors,26
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-99702,Complete,Central Nervous System Tumors,6
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-99703,Complete,Central Nervous System Tumors,10
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-B903,Complete,Unknown/Unspecified,63
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-B942,Complete,Acute Myeloid Leukemia,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-B944,Complete,Hodgkin Disease,25
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-B945,Complete,Acute Lymphoblastic Leukemia,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,944
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-B957,Complete,Acute Lymphoblastic Leukemia,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-B971,Complete,Central Nervous System Tumors,22
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-B973,Complete,Non-Hodgkin Lymphoma,6
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,CCG-E15,Complete,Acute Lymphoblastic Leukemia,434
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,D9502,Complete,Soft Tissue Sarcoma,20
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,D9602,Complete,Soft Tissue Sarcoma,58
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,D9802,Complete,Soft Tissue Sarcoma,29
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,D9803,Complete,Soft Tissue Sarcoma,113
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,D9902,Active,Soft Tissue Sarcoma,1430
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,INT-0128,Complete,Unknown/Unspecified,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,P9641,Complete,Neuroblastoma,261
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,P9645,Complete,Liver Tumors,3
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,P9749,Complete,Germ Cell Tumor,13
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,P9754,Complete,Osteosarcoma,79
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,P9851,Complete,Osteosarcoma,185
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,P9934,Complete,Central Nervous System Tumors,52
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,POG-8104/05,Complete,Non-Hodgkin Lymphoma,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,POG-9047,Complete,Non-Hodgkin Lymphoma,1234
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,POG-9900,Complete,Acute Lymphoblastic Leukemia,22
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,POG-9905,Complete,Acute Lymphoblastic Leukemia,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,A3961,Complete,Neuroblastoma,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL0031,Complete,Acute Lymphoblastic Leukemia,4
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL0232,Closed To Accrual,Acute Lymphoblastic Leukemia,102
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL02P2,Closed To Accrual And Intervention,Acute Lymphoblastic Leukemia,3
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL0331,Closed To Accrual,Acute Lymphoblastic Leukemia,81
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL03B1,Complete,Acute Lymphoblastic Leukemia,226
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL0433,Closed To Accrual,Acute Lymphoblastic Leukemia,31
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL0434,Closed To Accrual,Acute Lymphoblastic Leukemia,17
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL05B1,Active,Acute Lymphoblastic Leukemia,53
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL0622,Closed To Accrual,Acute Lymphoblastic Leukemia,30
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL07P1,Complete,Acute Lymphoblastic Leukemia,6
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL07P4,Closed To Accrual,Acute Lymphoblastic Leukemia,18
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL08B1,Active,Acute Lymphoblastic Leukemia,57
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL0932,Active,Acute Lymphoblastic Leukemia,41
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AALL1131,Active,Acute Lymphoblastic Leukemia,7
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AAML0523,Complete,Acute Myeloid Leukemia,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AAML0531,Complete,Acute Myeloid Leukemia,4
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AAML1031,Active,Acute Myeloid Leukemia,9
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ABTR01B1,Active,Biopathology and Translational Research,19
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ACCL1131,Active,Cancer Control,147
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ACNS02B3,Active,Central Nervous System Tumors,34
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ACNS0831,Active,Central Nervous System Tumors,45
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AHOD0031,Complete,Hodgkin Disease,93
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AHOD03P1,Closed To Accrual And Intervention,Hodgkin Disease,35
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AHOD04B1,Closed To Accrual,Hodgkin Disease,1057
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AHOD0521,Complete,Hodgkin Disease,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ANBL0032,Active,Neuroblastoma,5
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,38
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ANBL00P3,Complete,Neuroblastoma,38
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ANHL04B1,Active,Non-Hodgkin Lymphoma,5
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ARAR0331,Closed To Accrual And Intervention,Rare Tumors,6
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,AREN03B2,Active,Renal Tumors,294
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ARST0332,Complete,Soft Tissue Sarcoma,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ARST0531,Complete,Soft Tissue Sarcoma,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ARST08P1,Complete,Soft Tissue Sarcoma,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ASCT0431,Complete,Stem Cell Transplantation,444
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ASCT0631,Complete,Stem Cell Transplantation,42
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,ASCT1221,Active,Stem Cell Transplantation,1
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,CCG-1951,Complete,Acute Lymphoblastic Leukemia,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,CCG-1952,Complete,Acute Lymphoblastic Leukemia,9
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,CCG-1961,Complete,Acute Lymphoblastic Leukemia,3
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,CCG-1991,Complete,Acute Lymphoblastic Leukemia,21
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,CCG-B944,Complete,Hodgkin Disease,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,CCG-B947,Complete,Unknown/Unspecified,29
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,D9902,Active,Soft Tissue Sarcoma,118
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,P9749,Complete,Germ Cell Tumor,2
Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,POG-9900,Complete,Acute Lymphoblastic Leukemia,14
