specimenBiophysicalType	preservationType	fmaAnatomicSourceLocation	pathologicalStatus	diseaseStatus	CtepStudyID	CollectionProtocolStatus	ProtocolCategory	Race	SpecimenCount
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL01P1	Complete	Non-Hodgkin Lymphoma	Black	15
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL01P1	Complete	Non-Hodgkin Lymphoma	Chinese	7
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL01P1	Complete	Non-Hodgkin Lymphoma	Korean	16
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL01P1	Complete	Non-Hodgkin Lymphoma	Other	4
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL01P1	Complete	Non-Hodgkin Lymphoma	Unknown	4
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL01P1	Complete	Non-Hodgkin Lymphoma	White	173
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL0221	Complete	Non-Hodgkin Lymphoma	Black	4
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL0221	Complete	Non-Hodgkin Lymphoma	Other	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL0221	Complete	Non-Hodgkin Lymphoma	White	48
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL04B1	Active	Non-Hodgkin Lymphoma	American Indian, Aleutian	7
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL04B1	Active	Non-Hodgkin Lymphoma	Black	11
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL04B1	Active	Non-Hodgkin Lymphoma	Other	7
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ANHL04B1	Active	Non-Hodgkin Lymphoma	White	91
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0121	Complete	Osteosarcoma	American Indian, Aleutian	21
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0121	Complete	Osteosarcoma	Black	85
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0121	Complete	Osteosarcoma	Filipino	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0121	Complete	Osteosarcoma	Hawaiian	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0121	Complete	Osteosarcoma	Other	31
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0121	Complete	Osteosarcoma	Other Asian	10
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0121	Complete	Osteosarcoma	Unknown	11
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0121	Complete	Osteosarcoma	White	353
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0221	Complete	Osteosarcoma	Black	13
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0221	Complete	Osteosarcoma	Unknown	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0221	Complete	Osteosarcoma	White	104
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	American Indian, Aleutian	34
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Asian Indian, Pakistani	13
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Black	252
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Chinese	25
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Filipino	16
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Hawaiian	6
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Korean	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Other	163
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Other Asian	17
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Pacific Islander, NOS	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Samoan	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Unknown	58
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Vietnamese	6
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	White	1218
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	American Indian, Aleutian	22
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Asian Indian, Pakistani	13
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Black	186
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Chinese	16
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Filipino	4
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Korean	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Other	80
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Other Asian	15
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Samoan	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Unknown	41
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	Vietnamese	6
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06B1	Active	Osteosarcoma	White	722
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06P1	Complete	Osteosarcoma	American Indian, Aleutian	7
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06P1	Complete	Osteosarcoma	Black	33
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06P1	Complete	Osteosarcoma	Other	16
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AOST06P1	Complete	Osteosarcoma	White	118
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARAR0331	Closed To Accrual And Intervention	Rare Tumors	Black	137
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARAR0331	Closed To Accrual And Intervention	Rare Tumors	Unknown	26
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARAR0331	Closed To Accrual And Intervention	Rare Tumors	White	44
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARAR0332	Closed To Accrual	Rare Tumors	White	6
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	American Indian, Aleutian	22
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Asian Indian, Pakistani	24
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Black	416
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Chinese	20
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Filipino	9
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Hawaiian	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Hmong	4
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Korean	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Other	168
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Other Asian	7
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Pacific Islander, NOS	10
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Unknown	190
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	Vietnamese	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	AREN03B2	Active	Renal Tumors	White	2134
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARET0321	Temporarily Closed To Accrual	Retinoblastoma	Black	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0321	Complete	Soft Tissue Sarcoma	Black	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0321	Complete	Soft Tissue Sarcoma	White	10
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	American Indian, Aleutian	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	Asian Indian, Pakistani	6
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	Black	52
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	Hawaiian	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	Other	30
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	Other Asian	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	Unknown	20
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	Vietnamese	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	White	282
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	American Indian, Aleutian	9
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	Black	62
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	Chinese	7
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	Filipino	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	Japanese	8
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	Other	41
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	Other Asian	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	Samoan	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	Unknown	27
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0332	Complete	Soft Tissue Sarcoma	White	329
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST03P1	Administratively Complete	Soft Tissue Sarcoma	Black	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0431	Complete	Soft Tissue Sarcoma	Black	39
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0431	Complete	Soft Tissue Sarcoma	Laotian	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0431	Complete	Soft Tissue Sarcoma	Other	6
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0431	Complete	Soft Tissue Sarcoma	Unknown	12
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0431	Complete	Soft Tissue Sarcoma	White	111
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0531	Complete	Soft Tissue Sarcoma	Asian Indian, Pakistani	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0531	Complete	Soft Tissue Sarcoma	Black	35
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0531	Complete	Soft Tissue Sarcoma	Japanese	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0531	Complete	Soft Tissue Sarcoma	Other	32
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0531	Complete	Soft Tissue Sarcoma	Other Asian	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0531	Complete	Soft Tissue Sarcoma	Unknown	14
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0531	Complete	Soft Tissue Sarcoma	Vietnamese	6
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0531	Complete	Soft Tissue Sarcoma	White	270
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST08P1	Complete	Soft Tissue Sarcoma	Black	21
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST08P1	Complete	Soft Tissue Sarcoma	Hawaiian	18
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST08P1	Complete	Soft Tissue Sarcoma	White	65
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0921	Closed To Accrual And Intervention	Soft Tissue Sarcoma	American Indian, Aleutian	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0921	Closed To Accrual And Intervention	Soft Tissue Sarcoma	Black	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0921	Closed To Accrual And Intervention	Soft Tissue Sarcoma	Hawaiian	18
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ARST0921	Closed To Accrual And Intervention	Soft Tissue Sarcoma	White	40
Serum	Frozen	Blood	Not Specified	Other/Not Specified	ASCT0631	Complete	Stem Cell Transplantation	White	10
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-106	Complete	Acute Lymphoblastic Leukemia	White	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-1961	Complete	Acute Lymphoblastic Leukemia	White	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-1991	Complete	Acute Lymphoblastic Leukemia	White	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-2961	Complete	Acute Myeloid Leukemia	White	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-3891	Complete	Neuroblastoma	White	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-4921	Administratively Complete	Renal Tumors	White	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5941	Complete	Non-Hodgkin Lymphoma	Black	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5941	Complete	Non-Hodgkin Lymphoma	Other Asian	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5941	Complete	Non-Hodgkin Lymphoma	Pacific Islander, NOS	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5941	Complete	Non-Hodgkin Lymphoma	Unknown	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5941	Complete	Non-Hodgkin Lymphoma	White	15
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5942	Complete	Hodgkin Disease	Asian Indian, Pakistani	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5942	Complete	Hodgkin Disease	Black	9
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5942	Complete	Hodgkin Disease	Other	11
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5942	Complete	Hodgkin Disease	Unknown	17
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5942	Complete	Hodgkin Disease	White	70
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5961	Complete	Non-Hodgkin Lymphoma	Other Asian	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5961	Complete	Non-Hodgkin Lymphoma	Unknown	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-5961	Complete	Non-Hodgkin Lymphoma	White	23
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-9921	Complete	Central Nervous System Tumors	White	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-99703	Complete	Central Nervous System Tumors	Other	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-99703	Complete	Central Nervous System Tumors	White	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B903	Complete	Unknown/Unspecified	Other	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B942	Complete	Acute Myeloid Leukemia	White	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B944	Complete	Hodgkin Disease	Asian Indian, Pakistani	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B944	Complete	Hodgkin Disease	Black	9
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B944	Complete	Hodgkin Disease	Chinese	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B944	Complete	Hodgkin Disease	Other	7
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B944	Complete	Hodgkin Disease	Other Asian	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B944	Complete	Hodgkin Disease	Unknown	20
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B944	Complete	Hodgkin Disease	White	101
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B945	Complete	Acute Lymphoblastic Leukemia	White	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Black	78
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Chinese	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Other	37
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Other Asian	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Pacific Islander, NOS	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Unknown	5
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	553
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B971	Complete	Central Nervous System Tumors	White	3
Serum	Frozen	Blood	Not Specified	Other/Not Specified	CCG-B973	Complete	Non-Hodgkin Lymphoma	White	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9602	Complete	Soft Tissue Sarcoma	Other	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9602	Complete	Soft Tissue Sarcoma	White	38
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	Asian Indian, Pakistani	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	Black	32
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	Other	15
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	Unknown	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	White	95
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	American Indian, Aleutian	48
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Asian Indian, Pakistani	19
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Black	398
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Chinese	13
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Filipino	6
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Hawaiian	22
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Japanese	9
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Korean	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Laotian	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Other	192
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Other Asian	27
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Pacific Islander, NOS	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Samoan	9
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Unknown	118
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Vietnamese	10
Serum	Frozen	Blood	Not Specified	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	White	2131
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9346	Complete	Unknown/Unspecified	White	6
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9641	Complete	Neuroblastoma	Asian Indian, Pakistani	2
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9641	Complete	Neuroblastoma	Black	25
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9641	Complete	Neuroblastoma	Chinese	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9641	Complete	Neuroblastoma	Other	10
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9641	Complete	Neuroblastoma	Unknown	20
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9641	Complete	Neuroblastoma	White	243
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9749	Complete	Germ Cell Tumor	Other	1
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9749	Complete	Germ Cell Tumor	White	10
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9754	Complete	Osteosarcoma	Black	29
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9754	Complete	Osteosarcoma	Other	4
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9754	Complete	Osteosarcoma	White	107
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9851	Complete	Osteosarcoma	American Indian, Aleutian	92
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9851	Complete	Osteosarcoma	Asian Indian, Pakistani	13
Serum	Frozen	Blood	Not Specified	Other/Not Specified	P9851	Complete	Osteosarcoma	Black	451
